date,pnl,loss,var,exception
2017-07-26,243669.4577194837,-243669.4577194837,816165.4554840286,False
2017-07-27,404529.3133037087,-404529.3133037087,816165.4554840286,False
2017-07-28,116023.62696465307,-116023.62696465307,816165.4554840286,False
2017-07-31,219946.81402035974,-219946.81402035974,816165.4554840286,False
2017-08-01,459085.17678865837,-459085.17678865837,816165.4554840286,False
2017-08-02,34306.6233215572,-34306.6233215572,816165.4554840286,False
2017-08-03,136373.37044249463,-136373.37044249463,816165.4554840286,False
2017-08-04,-110018.18468430734,110018.18468430734,816165.4554840286,False
2017-08-07,-189476.8897378224,189476.8897378224,816165.4554840286,False
2017-08-08,-106647.00921722391,106647.00921722391,816165.4554840286,False
2017-08-09,127276.71155877193,-127276.71155877193,816165.4554840286,False
2017-08-10,-92872.28531230705,92872.28531230705,816165.4554840286,False
2017-08-11,112340.58312429962,-112340.58312429962,816165.4554840286,False
2017-08-14,216824.1128129305,-216824.1128129305,816165.4554840286,False
2017-08-15,-346141.2218933068,346141.2218933068,816165.4554840286,False
2017-08-16,43829.044150619506,-43829.044150619506,816165.4554840286,False
2017-08-17,-180898.12712444586,180898.12712444586,816165.4554840286,False
2017-08-18,-237776.45859864526,237776.45859864526,816165.4554840286,False
2017-08-21,216995.82998028878,-216995.82998028878,816165.4554840286,False
2017-08-22,276474.9114065223,-276474.9114065223,816165.4554840286,False
2017-08-23,-127998.71886360501,127998.71886360501,816165.4554840286,False
2017-08-24,-53541.43711850334,53541.43711850334,816165.4554840286,False
2017-08-25,155705.75259354012,-155705.75259354012,816165.4554840286,False
2017-08-28,549233.24977389,-549233.24977389,816165.4554840286,False
2017-08-29,224998.55882980314,-224998.55882980314,816165.4554840286,False
2017-08-30,-21271.587828554653,21271.587828554653,816165.4554840286,False
2017-08-31,103587.47216910767,-103587.47216910767,816165.4554840286,False
2017-09-01,112357.06520279164,-112357.06520279164,816165.4554840286,False
2017-09-05,-31359.030746008706,31359.030746008706,816165.4554840286,False
2017-09-06,75711.23771522747,-75711.23771522747,816165.4554840286,False
2017-09-07,220367.96510822186,-220367.96510822186,816165.4554840286,False
2017-09-08,242433.66017260848,-242433.66017260848,722981.8590832932,False
2017-09-11,142313.3186930547,-142313.3186930547,722981.8590832932,False
2017-09-12,-170639.99336650813,170639.99336650813,722981.8590832932,False
2017-09-13,67375.52692137775,-67375.52692137775,722981.8590832932,False
2017-09-14,-121461.46262722701,121461.46262722701,722981.8590832932,False
2017-09-15,239336.42584590355,-239336.42584590355,722981.8590832932,False
2017-09-18,27873.137698043996,-27873.137698043996,722981.8590832932,False
2017-09-19,19816.42044251498,-19816.42044251498,722981.8590832932,False
2017-09-20,102368.84883931595,-102368.84883931595,722981.8590832932,False
2017-09-21,-550775.1386956617,550775.1386956617,722981.8590832932,False
2017-09-22,247669.94682020758,-247669.94682020758,722981.8590832932,False
2017-09-25,92228.56920216352,-92228.56920216352,722981.8590832932,False
2017-09-26,-293992.80443277885,293992.80443277885,722981.8590832932,False
2017-09-27,-409061.45171102916,409061.45171102916,722981.8590832932,False
2017-09-28,-9548.367853080556,9548.367853080556,722981.8590832932,False
2017-09-29,25789.174572982134,-25789.174572982134,722981.8590832932,False
2017-10-02,123370.40447749027,-123370.40447749027,722981.8590832932,False
2017-10-03,-87956.1427138792,87956.1427138792,634499.5613852423,False
2017-10-04,64322.58895253451,-64322.58895253451,634499.5613852423,False
2017-10-05,90210.7483056397,-90210.7483056397,634499.5613852423,False
2017-10-06,-199795.40791791206,199795.40791791206,634499.5613852423,False
2017-10-09,152570.438042976,-152570.438042976,634499.5613852423,False
2017-10-10,295877.9426635583,-295877.9426635583,634499.5613852423,False
2017-10-11,184234.77825874166,-184234.77825874166,634499.5613852423,False
2017-10-12,200301.10119522992,-200301.10119522992,634499.5613852423,False
2017-10-13,212164.54359092252,-212164.54359092252,634499.5613852423,False
2017-10-16,32922.34645618177,-32922.34645618177,634499.5613852423,False
2017-10-17,-170054.81488571005,170054.81488571005,634499.5613852423,False
2017-10-18,22242.437152259503,-22242.437152259503,634499.5613852423,False
2017-10-19,187976.88592023688,-187976.88592023688,634499.5613852423,False
2017-10-20,32425.001576814073,-32425.001576814073,634499.5613852423,False
2017-10-23,-195019.78293194887,195019.78293194887,634499.5613852423,False
2017-10-24,167040.81489087868,-167040.81489087868,634499.5613852423,False
2017-10-25,-314753.04205953516,314753.04205953516,634499.5613852423,False
2017-10-26,193676.4837360905,-193676.4837360905,634499.5613852423,False
2017-10-27,-283882.2207665781,283882.2207665781,634499.5613852423,False
2017-10-30,31646.05380208796,-31646.05380208796,634499.5613852423,False
2017-10-31,86244.18863155291,-86244.18863155291,634499.5613852423,False
2017-11-01,229383.79145203138,-229383.79145203138,634499.5613852423,False
2017-11-02,135950.1444797506,-135950.1444797506,634499.5613852423,False
2017-11-03,-150344.48780461785,150344.48780461785,634499.5613852423,False
2017-11-06,164088.4126201825,-164088.4126201825,634499.5613852423,False
2017-11-07,47952.24282908683,-47952.24282908683,634499.5613852423,False
2017-11-08,34200.10975284215,-34200.10975284215,634499.5613852423,False
2017-11-09,-170516.36037749393,170516.36037749393,634499.5613852423,False
2017-11-10,-275912.16086047364,275912.16086047364,634499.5613852423,False
2017-11-13,89681.5475458501,-89681.5475458501,577852.91355097,False
2017-11-14,60830.62111681414,-60830.62111681414,577852.91355097,False
2017-11-15,95994.65893742278,-95994.65893742278,577852.91355097,False
2017-11-16,226944.072024331,-226944.072024331,577852.91355097,False
2017-11-17,88969.30192745014,-88969.30192745014,577852.91355097,False
2017-11-20,-256535.9590031585,256535.9590031585,577852.91355097,False
2017-11-21,385901.5365108687,-385901.5365108687,577852.91355097,False
2017-11-22,123465.98806835085,-123465.98806835085,577852.91355097,False
2017-11-24,292745.028372946,-292745.028372946,577852.91355097,False
2017-11-27,178661.91969261426,-178661.91969261426,577852.91355097,False
2017-11-28,328582.7253472307,-328582.7253472307,577852.91355097,False
2017-11-29,-151798.8247240143,151798.8247240143,577852.91355097,False
2017-11-30,323917.6337258581,-323917.6337258581,577852.91355097,False
2017-12-01,306546.33822961466,-306546.33822961466,577852.91355097,False
2017-12-04,-101328.31839293976,101328.31839293976,577852.91355097,False
2017-12-05,-250234.41893979875,250234.41893979875,577852.91355097,False
2017-12-06,-81748.1910067297,81748.1910067297,577852.91355097,False
2017-12-07,-233265.331152559,233265.331152559,577852.91355097,False
2017-12-08,111887.63440034442,-111887.63440034442,577852.91355097,False
2017-12-11,-12882.945294859786,12882.945294859786,577852.91355097,False
2017-12-12,44233.47317348169,-44233.47317348169,577852.91355097,False
2017-12-13,251825.5505576994,-251825.5505576994,577852.91355097,False
2017-12-14,226097.65564572837,-226097.65564572837,529702.6388562551,False
2017-12-15,101885.60793660153,-101885.60793660153,529702.6388562551,False
2017-12-18,62388.60668219767,-62388.60668219767,529702.6388562551,False
2017-12-19,-132016.7058128635,132016.7058128635,529702.6388562551,False
2017-12-20,40745.584997627375,-40745.584997627375,529702.6388562551,False
2017-12-21,184263.83841955272,-184263.83841955272,529702.6388562551,False
2017-12-22,16627.08134391065,-16627.08134391065,529702.6388562551,False
2017-12-26,160220.39148048448,-160220.39148048448,529702.6388562551,False
2017-12-27,180090.16137651936,-180090.16137651936,529702.6388562551,False
2017-12-28,221257.90568661602,-221257.90568661602,529702.6388562551,False
2017-12-29,138727.07807077392,-138727.07807077392,529702.6388562551,False
2018-01-02,252657.97673593715,-252657.97673593715,529702.6388562551,False
2018-01-03,360489.4468343867,-360489.4468343867,529702.6388562551,False
2018-01-04,85170.37290695416,-85170.37290695416,529702.6388562551,False
2018-01-05,390179.23030091665,-390179.23030091665,529702.6388562551,False
2018-01-08,-83179.05448597508,83179.05448597508,529702.6388562551,False
2018-01-09,-216189.66833995836,216189.66833995836,529702.6388562551,False
2018-01-10,-65043.07833603061,65043.07833603061,529702.6388562551,False
2018-01-11,398814.26964592625,-398814.26964592625,529702.6388562551,False
2018-01-12,570866.3805170344,-570866.3805170344,529702.6388562551,False
2018-01-16,592881.473559303,-592881.473559303,529702.6388562551,False
2018-01-17,387834.8769774575,-387834.8769774575,529702.6388562551,False
2018-01-18,-468935.3075336444,468935.3075336444,503841.8203727935,False
2018-01-19,209715.31687286936,-209715.31687286936,503841.8203727935,False
2018-01-22,137807.18124475732,-137807.18124475732,503841.8203727935,False
2018-01-23,220115.56412880996,-220115.56412880996,503841.8203727935,False
2018-01-24,318011.46408872434,-318011.46408872434,503841.8203727935,False
2018-01-25,619090.6978058973,-619090.6978058973,503841.8203727935,False
2018-01-26,27224.833224395727,-27224.833224395727,503841.8203727935,False
2018-01-29,-268155.67934479757,268155.67934479757,503841.8203727935,False
2018-01-30,-853798.2072995071,853798.2072995071,503841.8203727935,True
2018-01-31,255711.59074957995,-255711.59074957995,529702.6388562551,False
2018-02-01,23117.190959929227,-23117.190959929227,529702.6388562551,False
2018-02-02,-1017563.9741678683,1017563.9741678683,529702.6388562551,True
2018-02-05,-1679644.0711660825,1679644.0711660825,577852.91355097,True
2018-02-06,557230.7393015742,-557230.7393015742,731332.8050151918,False
2018-02-07,-349518.66949960834,349518.66949960834,731332.8050151918,False
2018-02-08,-1648976.7245333064,1648976.7245333064,731332.8050151918,True
2018-02-09,525363.3069998681,-525363.3069998681,937318.7484023698,False
2018-02-12,559980.5739250851,-559980.5739250851,937318.7484023698,False
2018-02-13,243744.1280442998,-243744.1280442998,937318.7484023698,False
2018-02-14,592931.3945067849,-592931.3945067849,937318.7484023698,False
2018-02-15,724675.0770473714,-724675.0770473714,937318.7484023698,False
2018-02-16,195747.71934933623,-195747.71934933623,937318.7484023698,False
2018-02-20,-910498.3429028833,910498.3429028833,937318.7484023698,False
2018-02-21,-443058.9950764602,443058.9950764602,965101.8148480246,False
2018-02-22,153297.55169803282,-153297.55169803282,965101.8148480246,False
2018-02-23,679380.7739612639,-679380.7739612639,965101.8148480246,False
2018-02-26,556231.500273655,-556231.500273655,965101.8148480246,False
2018-02-27,-655444.2255073239,655444.2255073239,965101.8148480246,False
2018-02-28,-607175.8195920275,607175.8195920275,965101.8148480246,False
2018-03-01,-744376.1975587622,744376.1975587622,965101.8148480246,False
2018-03-02,122679.60837538613,-122679.60837538613,965101.8148480246,False
2018-03-05,472424.26956893515,-472424.26956893515,965101.8148480246,False
2018-03-06,276608.33964603726,-276608.33964603726,965101.8148480246,False
2018-03-07,-52543.24847001557,52543.24847001557,965101.8148480246,False
2018-03-08,107032.96565341414,-107032.96565341414,965101.8148480246,False
2018-03-09,331854.7703823327,-331854.7703823327,965101.8148480246,False
2018-03-12,-152353.9187834383,152353.9187834383,965101.8148480246,False
2018-03-13,-20987.791038595817,20987.791038595817,965101.8148480246,False
2018-03-14,-157550.19292917225,157550.19292917225,965101.8148480246,False
2018-03-15,28936.485812189883,-28936.485812189883,965101.8148480246,False
2018-03-16,-147036.5935154616,147036.5935154616,965101.8148480246,False
2018-03-19,-443058.2801369404,443058.2801369404,965101.8148480246,False
2018-03-20,165557.98044108337,-165557.98044108337,965101.8148480246,False
2018-03-21,-175863.92381837458,175863.92381837458,965101.8148480246,False
2018-03-22,-515344.4207457518,515344.4207457518,965101.8148480246,False
2018-03-23,-417924.3052704495,417924.3052704495,965101.8148480246,False
2018-03-26,1090206.484663677,-1090206.484663677,965101.8148480246,False
2018-03-27,-270269.30216866697,270269.30216866697,965101.8148480246,False
2018-03-28,-300276.4114794754,300276.4114794754,965101.8148480246,False
2018-03-29,217242.3453507988,-217242.3453507988,965101.8148480246,False
2018-04-02,-448372.1501878645,448372.1501878645,965101.8148480246,False
2018-04-03,314442.27821892273,-314442.27821892273,965101.8148480246,False
2018-04-04,352968.0374362476,-352968.0374362476,965101.8148480246,False
2018-04-05,134913.80916622328,-134913.80916622328,965101.8148480246,False
2018-04-06,-702089.4571298484,702089.4571298484,965101.8148480246,False
2018-04-09,180085.27363155613,-180085.27363155613,965101.8148480246,False
2018-04-10,778272.4121449358,-778272.4121449358,965101.8148480246,False
2018-04-11,-36150.12847966445,36150.12847966445,965101.8148480246,False
2018-04-12,134161.26552073518,-134161.26552073518,965101.8148480246,False
2018-04-13,-124841.29283773236,124841.29283773236,965101.8148480246,False
2018-04-16,339692.34155867493,-339692.34155867493,965101.8148480246,False
2018-04-17,496889.4089954506,-496889.4089954506,965101.8148480246,False
2018-04-18,-193166.54899003252,193166.54899003252,965101.8148480246,False
2018-04-19,-339333.0013255946,339333.0013255946,965101.8148480246,False
2018-04-20,-627951.4689783166,627951.4689783166,965101.8148480246,False
2018-04-23,-412626.23414256686,412626.23414256686,965101.8148480246,False
2018-04-24,-681843.7207957751,681843.7207957751,965101.8148480246,False
2018-04-25,-37843.298797699535,37843.298797699535,965101.8148480246,False
2018-04-26,223946.69104503276,-223946.69104503276,965101.8148480246,False
2018-04-27,-4183.989033580961,4183.989033580961,965101.8148480246,False
2018-04-30,-292068.1339573372,292068.1339573372,965101.8148480246,False
2018-05-01,-402727.51925899077,402727.51925899077,965101.8148480246,False
2018-05-02,-502309.4003780598,502309.4003780598,965101.8148480246,False
2018-05-03,51741.01924712792,-51741.01924712792,965101.8148480246,False
2018-05-04,576114.5715238258,-576114.5715238258,965101.8148480246,False
2018-05-07,29864.10243512372,-29864.10243512372,965101.8148480246,False
2018-05-08,-52683.64077984366,52683.64077984366,965101.8148480246,False
2018-05-09,43327.10330507583,-43327.10330507583,965101.8148480246,False
2018-05-10,430805.2560256381,-430805.2560256381,965101.8148480246,False
2018-05-11,212824.0199852144,-212824.0199852144,965101.8148480246,False
2018-05-14,87735.3915913348,-87735.3915913348,965101.8148480246,False
2018-05-15,-827500.0004452575,827500.0004452575,965101.8148480246,False
2018-05-16,-163912.27924987374,163912.27924987374,965101.8148480246,False
2018-05-17,-107111.95235232229,107111.95235232229,965101.8148480246,False
2018-05-18,68267.9625565985,-68267.9625565985,965101.8148480246,False
2018-05-21,351697.96361668396,-351697.96361668396,965101.8148480246,False
2018-05-22,-223758.29062274419,223758.29062274419,965101.8148480246,False
2018-05-23,202591.120229883,-202591.120229883,965101.8148480246,False
2018-05-24,-69117.80923392726,69117.80923392726,965101.8148480246,False
2018-05-25,68814.44749257558,-68814.44749257558,965101.8148480246,False
2018-05-29,-413051.8528342853,413051.8528342853,965101.8148480246,False
2018-05-30,89510.8103826991,-89510.8103826991,965101.8148480246,False
2018-05-31,-79110.5370289902,79110.5370289902,965101.8148480246,False
2018-06-01,119150.87616012734,-119150.87616012734,965101.8148480246,False
2018-06-04,138245.29792219156,-138245.29792219156,965101.8148480246,False
2018-06-05,101599.10780560112,-101599.10780560112,965101.8148480246,False
2018-06-06,454580.45215393533,-454580.45215393533,965101.8148480246,False
2018-06-07,368322.42066905275,-368322.42066905275,965101.8148480246,False
2018-06-08,101967.75066189657,-101967.75066189657,965101.8148480246,False
2018-06-11,-55142.924589700604,55142.924589700604,965101.8148480246,False
2018-06-12,-92858.8879739628,92858.8879739628,965101.8148480246,False
2018-06-13,-239287.34772721946,239287.34772721946,965101.8148480246,False
2018-06-14,233285.077447577,-233285.077447577,965101.8148480246,False
2018-06-15,-903472.3025651871,903472.3025651871,965101.8148480246,False
2018-06-18,-66144.12649126934,66144.12649126934,965101.8148480246,False
2018-06-19,-278604.939220865,278604.939220865,965101.8148480246,False
2018-06-20,-336417.3809624549,336417.3809624549,965101.8148480246,False
2018-06-21,-263789.03947110113,263789.03947110113,965101.8148480246,False
2018-06-22,267449.5702846458,-267449.5702846458,965101.8148480246,False
2018-06-25,-320614.87738844927,320614.87738844927,965101.8148480246,False
2018-06-26,8672.101242191424,-8672.101242191424,965101.8148480246,False
2018-06-27,-284932.82707120036,284932.82707120036,965101.8148480246,False
2018-06-28,-191011.59035686764,191011.59035686764,965101.8148480246,False
2018-06-29,81058.81367601376,-81058.81367601376,965101.8148480246,False
2018-07-02,173585.44823725062,-173585.44823725062,965101.8148480246,False
2018-07-03,-302402.73304689204,302402.73304689204,965101.8148480246,False
2018-07-05,639135.8307639539,-639135.8307639539,965101.8148480246,False
2018-07-06,186074.09026363207,-186074.09026363207,965101.8148480246,False
2018-07-09,581254.8950469011,-581254.8950469011,965101.8148480246,False
2018-07-10,95261.79130048277,-95261.79130048277,965101.8148480246,False
2018-07-11,-412262.4018510735,412262.4018510735,965101.8148480246,False
2018-07-12,196353.27044749353,-196353.27044749353,965101.8148480246,False
2018-07-13,81115.99960010764,-81115.99960010764,965101.8148480246,False
2018-07-16,35935.966811999635,-35935.966811999635,965101.8148480246,False
2018-07-17,-30265.777575526077,30265.777575526077,965101.8148480246,False
2018-07-18,-103397.69228454253,103397.69228454253,965101.8148480246,False
2018-07-19,-198296.4191572101,198296.4191572101,965101.8148480246,False
2018-07-20,-68384.73324834948,68384.73324834948,965101.8148480246,False
2018-07-23,-16909.233637917292,16909.233637917292,965101.8148480246,False
2018-07-24,199769.65350028072,-199769.65350028072,965101.8148480246,False
2018-07-25,386846.88353202044,-386846.88353202044,965101.8148480246,False
2018-07-26,109267.0181338679,-109267.0181338679,965101.8148480246,False
2018-07-27,-330576.7805481658,330576.7805481658,965101.8148480246,False
2018-07-30,-220302.42469202547,220302.42469202547,965101.8148480246,False
2018-07-31,305000.1471902264,-305000.1471902264,965101.8148480246,False
2018-08-01,-319592.53335698764,319592.53335698764,965101.8148480246,False
2018-08-02,-96003.9708160465,96003.9708160465,965101.8148480246,False
2018-08-03,96204.22410467234,-96204.22410467234,965101.8148480246,False
2018-08-06,-29432.18669045622,29432.18669045622,965101.8148480246,False
2018-08-07,46549.44889398661,-46549.44889398661,965101.8148480246,False
2018-08-08,59942.98140622688,-59942.98140622688,965101.8148480246,False
2018-08-09,-57021.74838047412,57021.74838047412,965101.8148480246,False
2018-08-10,-275724.41038355045,275724.41038355045,965101.8148480246,False
2018-08-13,-746344.3080065484,746344.3080065484,965101.8148480246,False
2018-08-14,149518.6990292163,-149518.6990292163,965101.8148480246,False
2018-08-15,-412850.5259956139,412850.5259956139,965101.8148480246,False
2018-08-16,464809.87794528925,-464809.87794528925,965101.8148480246,False
2018-08-17,214412.7911658611,-214412.7911658611,965101.8148480246,False
2018-08-20,521188.06452176266,-521188.06452176266,965101.8148480246,False
